,Object,Close Approach Date and Time,Close Approach Time Error,Close Approach Nominal Distance LD,Close Approach Minimum Distance LD,Minimum Distance Category,Diameter Min (m),Diameter Max (m),NEO Size Category,Relative Velocity (km/s),V Infinity (km/s),Relative Velocity Category,Absolute Magnitude (mag)
2118,(2018 OQ),2047,03:09,4.81,4.79,Mid-Distance,12.0,26.0,Small,6.06,6.02,Slow,26.8
2119,(2021 OZ),2047,04:08,18.47,13.03,Mid-Distance,56.0,120.0,Large,9.32,9.32,Slow,23.4
2120,(2001 QJ142),2047,00:01,16.93,16.93,Mid-Distance,48.0,110.0,Large,2.61,2.58,Slow,23.7
2121,(2011 DS),2047,03:54,9.17,0.82,Close,11.0,25.0,Small,5.87,5.85,Slow,26.9
2122,(2013 TV135),2047,00:02,15.78,15.78,Mid-Distance,330.0,750.0,Large,10.91,10.91,Medium speed,19.5
2123,(2002 RS129),2047,00:01,15.74,15.74,Mid-Distance,72.0,160.0,Large,12.13,12.12,Medium speed,22.9
2124,(2018 RR1),2047,06:39,1.73,0.87,Close,2.7,5.9,Small,4.65,4.52,Slow,30.0
2125,(2016 RD34),2047,03:48,0.27,0.26,Close,7.7,17.0,Small,3.02,1.16,Slow,27.7
2126,(2002 CD14),2047,00:01,18.88,18.88,Mid-Distance,220.0,490.0,Large,17.03,17.02,Medium speed,20.4
2127,(2010 RM80),2047,07:58,10.68,0.43,Close,7.0,16.0,Small,6.19,6.17,Slow,27.9
2128,(2018 RC),2047,00:18,7.01,6.94,Mid-Distance,28.0,62.0,Large,5.47,5.45,Slow,24.9
2129,(2017 RX2),2047,06:40,6.11,4.28,Mid-Distance,14.0,31.0,Small,12.6,12.58,Medium speed,26.4
2130,(2014 OM339),2047,00:03,14.56,14.56,Mid-Distance,140.0,300.0,Large,13.69,13.68,Medium speed,21.4
2131,(2014 JR24),2047,06:25,6.76,5.18,Mid-Distance,3.7,8.2,Small,3.4,3.35,Slow,29.3
2132,164211 (2004 JA27),2047,00:01,17.57,17.57,Mid-Distance,350.0,780.0,Large,7.07,7.06,Slow,19.4
2133,(2019 SO1),2047,13:12,19.15,11.00,Mid-Distance,12.0,26.0,Small,6.85,6.85,Slow,26.8
2134,(2020 SQ),2047,05:08,12.46,3.25,Mid-Distance,9.1,20.0,Small,5.25,5.23,Slow,27.3
2135,138971 (2001 CB21),2047,00:01,14.01,14.01,Mid-Distance,560000.0,1200.0,Large,11.33,11.32,Medium speed,18.4
2136,(2018 TS4),2047,15:19,12.90,11.68,Mid-Distance,8.0,18.0,Small,2.89,2.86,Slow,27.6
2137,(2014 TV),2047,02:31,8.04,4.75,Mid-Distance,35.0,78.0,Large,11.65,11.63,Medium speed,24.4
2138,(2012 UC),2047,04:58,14.66,9.72,Mid-Distance,27.0,59.0,Large,10.84,10.84,Medium speed,25.0
2139,(2020 UA),2047,08:30,2.03,0.03,Close,5.5,12.0,Small,6.73,6.65,Slow,28.4
2140,(2021 JV2),2047,09:53,18.22,16.36,Mid-Distance,23.0,52.0,Large,3.64,3.63,Slow,25.3
2141,(2021 VH1),2047,22:51,10.07,3.52,Mid-Distance,14.0,31.0,Small,11.7,11.69,Medium speed,26.4
2142,(2008 JQ),2047,18:09,7.01,3.91,Mid-Distance,20.0,45.0,Small,7.54,7.52,Slow,25.6
